"Time	Open	High	Low	Close	Volume";Open;High;Low;Close
"2007-04-19 00:00	1.36030	1.36280	1.35605	1.36165	913507";;;;
"2007-04-20 00:00	1.36165	1.36370	1.35860	1.35880	976041";;;;
"2007-04-22 00:00	1.35975	1.36070	1.35915	1.35940	38833";;;;
"2007-04-23 00:00	1.35940	1.35960	1.35400	1.35725	718139";;;;
"2007-04-24 00:00	1.35730	1.36430	1.35480	1.36260	1110636";;;;
"2007-04-25 00:00	1.36255	1.36650	1.36220	1.36450	886570";;;;
"2007-04-26 00:00	1.36450	1.36540	1.35840	1.35975	1223986";;;;
"2007-04-27 00:00	1.35970	1.36820	1.35865	1.36520	941168";;;;
"2007-04-29 00:00	1.36305	1.36480	1.36150	1.36236	134314";;;;
"2007-04-30 00:00	1.36236	1.36777	1.35884	1.36455	663900";;;;
"2007-05-01 00:00	1.36449	1.36711	1.35897	1.35941	663177";;;;
"2007-05-02 00:00	1.35940	1.36097	1.35598	1.35920	658596";;;;
"2007-05-03 00:00	1.35922	1.36193	1.35459	1.35488	666034";;;;
"2007-05-04 00:00	1.35496	1.36088	1.35344	1.35893	513053";;;;
"2007-05-06 00:00	1.36015	1.36089	1.35883	1.36033	151008";;;;
"2007-05-07 00:00	1.36034	1.36255	1.35928	1.35955	673187";;;;
"2007-05-08 00:00	1.35957	1.36202	1.35155	1.35441	672752";;;;
"2007-05-09 00:00	1.35445	1.35641	1.35187	1.35307	657727";;;;
"2007-05-10 00:00	1.35308	1.35624	1.34643	1.34660	675903";;;;
"2007-05-11 00:00	1.34656	1.35305	1.34628	1.35222	519579";;;;
"2007-05-13 00:00	1.35343	1.35433	1.35271	1.35337	152853";;;;
"2007-05-14 00:00	1.35338	1.35570	1.35235	1.35405	665581";;;;
"2007-05-15 00:00	1.35401	1.36071	1.35264	1.35917	667008";;;;
"2007-05-16 00:00	1.35915	1.36081	1.35035	1.35270	674245";;;;
"2007-05-17 00:00	1.35270	1.35421	1.34773	1.34915	666123";;;;
"2007-05-18 00:00	1.34919	1.35205	1.34648	1.35053	509342";;;;
"2007-05-20 00:00	1.35123	1.35288	1.35123	1.35159	78458";;;;
"2007-05-21 00:00	1.35153	1.35200	1.34359	1.34574	661192";;;;
"2007-05-22 00:00	1.34573	1.34744	1.34376	1.34497	663467";;;;
"2007-05-23 00:00	1.34495	1.35004	1.34149	1.34525	667774";;;;
"2007-05-24 00:00	1.34522	1.34602	1.34152	1.34164	669238";;;;
"2007-05-25 00:00	1.34164	1.34714	1.34114	1.34380	403512";;;;
"2007-05-27 00:00	1.34465	1.34510	1.34399	1.34482	256337";;;;
"2007-05-28 00:00	1.34484	1.34579	1.34407	1.34445	658324";;;;
"2007-05-29 00:00	1.34432	1.35183	1.34192	1.34415	662003";;;;
"2007-05-30 00:00	1.34415	1.34563	1.34079	1.34287	662049";;;;
"2007-05-31 00:00	1.34293	1.34710	1.34219	1.34527	660984";;;;
"2007-06-01 00:00	1.34524	1.34602	1.33915	1.34439	403855";;;;
"2007-06-03 00:00	1.34410	1.34512	1.34353	1.34450	333276";;;;
"2007-06-04 00:00	1.34448	1.34984	1.34317	1.34968	657504";;;;
"2007-06-05 00:00	1.34967	1.35515	1.34885	1.35122	663553";;;;
"2007-06-06 00:00	1.35123	1.35371	1.34844	1.34952	660209";;;;
"2007-06-07 00:00	1.34957	1.35113	1.34179	1.34205	660494";;;;
"2007-06-08 00:00	1.34207	1.34269	1.33225	1.33708	504626";;;;
"2007-06-10 00:00	1.33671	1.33711	1.33423	1.33466	76828";;;;
"2007-06-11 00:00	1.33461	1.33606	1.33325	1.33574	652916";;;;
"2007-06-12 00:00	1.33577	1.33683	1.32860	1.32908	646696";;;;
"2007-06-13 00:00	1.32914	1.33144	1.32621	1.33037	647680";;;;
"2007-06-14 00:00	1.33036	1.33221	1.32789	1.33115	653718";;;;
"2007-06-15 00:00	1.33110	1.33877	1.33047	1.33867	390201";;;;
"2007-06-17 00:00	1.33765	1.33910	1.33737	1.33836	339299";;;;
"2007-06-18 00:00	1.33837	1.34269	1.33822	1.34262	640920";;;;
"2007-06-19 00:00	1.34260	1.34343	1.33840	1.34274	635897";;;;
"2007-06-20 00:00	1.34277	1.34360	1.33820	1.33852	640239";;;;
"2007-06-21 00:00	1.33857	1.34044	1.33717	1.33842	637619";;;;
"2007-06-22 00:00	1.33847	1.34683	1.33772	1.34676	494777";;;;
"2007-06-24 00:00	1.34648	1.34714	1.34565	1.34705	69804";;;;
"2007-06-25 00:00	1.34707	1.34719	1.34384	1.34572	625975";;;;
"2007-06-26 00:00	1.34574	1.34764	1.34310	1.34474	631610";;;;
"2007-06-27 00:00	1.34474	1.34548	1.34167	1.34540	629597";;;;
"2007-06-28 00:00	1.34545	1.34788	1.34233	1.34407	630265";;;;
"2007-06-29 00:00	1.34404	1.35395	1.34284	1.35393	383641";;;;
"2007-07-01 00:00	1.35358	1.35465	1.35309	1.35318	337558";;;;
"2007-07-02 00:00	1.35322	1.36374	1.35258	1.36190	612218";;;;
"2007-07-03 00:00	1.36197	1.36323	1.35833	1.36066	607820";;;;
"2007-07-04 00:00	1.36070	1.36299	1.36045	1.36056	601427";;;;
"2007-07-05 00:00	1.36060	1.36574	1.35784	1.35943	615417";;;;
"2007-07-06 00:00	1.35941	1.36396	1.35678	1.36253	471048";;;;
"2007-07-08 00:00	1.36319	1.36337	1.36206	1.36235	57967";;;;
"2007-07-09 00:00	1.36233	1.36372	1.36086	1.36197	576241";;;;
"2007-07-10 00:00	1.36196	1.37822	1.35935	1.37419	597011";;;;
"2007-07-11 00:00	1.37423	1.37795	1.37299	1.37462	604048";;;;
"2007-07-12 00:00	1.37460	1.37971	1.37428	1.37795	595946";;;;
"2007-07-13 00:00	1.37792	1.38103	1.37621	1.37811	343760";;;;
"2007-07-15 00:00	1.37837	1.37855	1.37676	1.37785	331502";;;;
"2007-07-16 00:00	1.37787	1.38019	1.37603	1.37754	524186";;;;
"2007-07-17 00:00	1.37755	1.38212	1.37580	1.38115	538552";;;;
"2007-07-18 00:00	1.38116	1.38310	1.37565	1.38052	557592";;;;
"2007-07-19 00:00	1.38066	1.38284	1.37852	1.37929	575840";;;;
"2007-07-20 00:00	1.37929	1.38418	1.37777	1.38251	656103";;;;
"2007-07-22 00:00	1.38334	1.38438	1.38250	1.38366	267895";;;;
"2007-07-23 00:00	1.38363	1.38452	1.37912	1.38265	862190";;;;
"2007-07-24 00:00	1.38287	1.38515	1.37991	1.38042	862338";;;;
"2007-07-25 00:00	1.38008	1.38251	1.36944	1.37083	859747";;;;
"2007-07-26 00:00	1.37074	1.37714	1.36888	1.37426	859406";;;;
"2007-07-27 00:00	1.37404	1.37492	1.36239	1.36306	800996";;;;
"2007-07-29 00:00	1.36206	1.36415	1.36058	1.36260	61787";;;;
"2007-07-30 00:00	1.36254	1.37274	1.36175	1.37100	861036";;;;
"2007-07-31 00:00	1.37115	1.37240	1.36491	1.36528	862991";;;;
"2007-08-01 00:00	1.36534	1.37099	1.36363	1.36527	858960";;;;
"2007-08-02 00:00	1.36525	1.37113	1.36478	1.36974	861813";;;;
"2007-08-03 00:00	1.36975	1.38178	1.36811	1.37698	800391";;;;
"2007-08-05 00:00	1.37860	1.38387	1.37860	1.38093	46411";;;;
"2007-08-06 00:00	1.38109	1.38386	1.37764	1.38086	861447";;;;
"2007-08-07 00:00	1.38088	1.38132	1.37314	1.37513	859709";;;;
"2007-08-08 00:00	1.37524	1.38259	1.37185	1.38005	861050";;;;
"2007-08-09 00:00	1.38014	1.38167	1.36533	1.36625	860435";;;;
"2007-08-10 00:00	1.36640	1.37049	1.36406	1.36907	769005";;;;
"2007-08-12 00:00	1.36887	1.37047	1.36780	1.37025	89287";;;;
"2007-08-13 00:00	1.37025	1.37091	1.35974	1.36115	859517";;;;
"2007-08-14 00:00	1.36108	1.36250	1.35183	1.35215	858583";;;;
"2007-08-15 00:00	1.35216	1.35251	1.34032	1.34077	858192";;;;
"2007-08-16 00:00	1.34096	1.34464	1.33594	1.34241	857027";;;;
"2007-08-17 00:00	1.34263	1.35460	1.33691	1.34721	769548";;;;
"2007-08-19 00:00	1.34760	1.34947	1.34701	1.34931	90599";;;;
"2007-08-20 00:00	1.34920	1.35076	1.34557	1.34627	855708";;;;
"2007-08-21 00:00	1.34632	1.35203	1.34485	1.34563	855174";;;;
"2007-08-22 00:00	1.34558	1.35582	1.34459	1.35513	860770";;;;
"2007-08-23 00:00	1.35524	1.35879	1.35324	1.35566	860734";;;;
"2007-08-24 00:00	1.35572	1.36828	1.35497	1.36725	769321";;;;
"2007-08-26 00:00	1.36745	1.36852	1.36612	1.36768	104188";;;;
"2007-08-27 00:00	1.36761	1.36804	1.36211	1.36254	859411";;;;
"2007-08-28 00:00	1.36234	1.36799	1.35630	1.35680	855484";;;;
"2007-08-29 00:00	1.35675	1.36802	1.35570	1.36496	846647";;;;
"2007-08-30 00:00	1.36501	1.36720	1.35883	1.36623	861163";;;;
"2007-08-31 00:00	1.36636	1.37191	1.36158	1.36279	766613";;;;
"2007-09-02 00:00	1.36276	1.36349	1.36205	1.36305	105462";;;;
"2007-09-03 00:00	1.36306	1.36541	1.36017	1.36106	858587";;;;
"2007-09-04 00:00	1.36096	1.36256	1.35480	1.36182	854796";;;;
"2007-09-05 00:00	1.36176	1.36712	1.35660	1.36443	842406";;;;
"2007-09-06 00:00	1.36453	1.37098	1.36308	1.36808	859466";;;;
"2007-09-07 00:00	1.36826	1.37978	1.36601	1.37657	770247";;;;
"2007-09-09 00:00	1.37681	1.37851	1.37659	1.37753	102877";;;;
"2007-09-10 00:00	1.37755	1.38143	1.37644	1.37853	859631";;;;
"2007-09-11 00:00	1.37852	1.38482	1.37756	1.38283	862952";;;;
"2007-09-12 00:00	1.38288	1.39141	1.38207	1.38897	857233";;;;
"2007-09-13 00:00	1.38899	1.39265	1.38600	1.38700	858910";;;;
"2007-09-14 00:00	1.38708	1.38947	1.38414	1.38728	798587";;;;
"2007-09-16 00:00	1.38680	1.38727	1.38522	1.38685	46215";;;;
"2007-09-17 00:00	1.38690	1.38899	1.38474	1.38675	857807";;;;
"2007-09-18 00:00	1.38675	1.39889	1.38271	1.39634	863966";;;;
"2007-09-19 00:00	1.39644	1.39867	1.39323	1.39721	861700";;;;
"2007-09-20 00:00	1.39700	1.40993	1.39673	1.40737	860407";;;;
"2007-09-21 00:00	1.40760	1.41195	1.40394	1.40885	766797";;;;
"2007-09-23 00:00	1.40901	1.40946	1.40811	1.40906	106607";;;;
"2007-09-24 00:00	1.40907	1.41293	1.40629	1.40690	858505";;;;
"2007-09-25 00:00	1.40688	1.41628	1.40567	1.41387	866590";;;;
"2007-09-26 00:00	1.41390	1.41556	1.41084	1.41246	862701";;;;
"2007-09-27 00:00	1.41246	1.41892	1.41204	1.41600	862499";;;;
"2007-09-28 00:00	1.41602	1.42772	1.41491	1.42656	800908";;;;
"2007-09-30 00:00	1.42723	1.42808	1.42604	1.42660	61386";;;;
"2007-10-01 00:00	1.42672	1.42740	1.42075	1.42300	861029";;;;
"2007-10-02 00:00	1.42308	1.42343	1.41353	1.41526	864433";;;;
"2007-10-03 00:00	1.41522	1.42012	1.40791	1.40910	864664";;;;
"2007-10-04 00:00	1.40922	1.41488	1.40641	1.41325	864959";;;;
"2007-10-05 00:00	1.41317	1.41569	1.40313	1.41336	801078";;;;
"2007-10-07 00:00	1.41340	1.41526	1.41314	1.41362	45325";;;;
"2007-10-08 00:00	1.41376	1.41402	1.40321	1.40434	864433";;;;
"2007-10-09 00:00	1.40430	1.41177	1.40093	1.41064	863330";;;;
"2007-10-10 00:00	1.41066	1.41715	1.40914	1.41405	865034";;;;
"2007-10-11 00:00	1.41408	1.42402	1.41327	1.41975	868196";;;;
"2007-10-12 00:00	1.41986	1.42125	1.41522	1.41763	775373";;;;
"2007-10-14 00:00	1.41745	1.41866	1.41583	1.41607	105340";;;;
"2007-10-15 00:00	1.41627	1.42429	1.41559	1.41932	864174";;;;
"2007-10-16 00:00	1.41947	1.42265	1.41397	1.41715	865002";;;;
"2007-10-17 00:00	1.41725	1.42301	1.41562	1.42051	866295";;;;
"2007-10-18 00:00	1.42041	1.43097	1.41985	1.42809	863990";;;;
"2007-10-19 00:00	1.42798	1.43179	1.42426	1.42985	800851";;;;
"2007-10-21 00:00	1.43037	1.43501	1.43037	1.43316	62152";;;;
"2007-10-22 00:00	1.43304	1.43388	1.41231	1.41878	865187";;;;
"2007-10-23 00:00	1.41883	1.42782	1.41754	1.42506	860153";;;;
"2007-10-24 00:00	1.42508	1.42698	1.41873	1.42453	861660";;;;
"2007-10-25 00:00	1.42442	1.43443	1.42436	1.43218	860089";;;;
"2007-10-26 00:00	1.43239	1.43953	1.43137	1.43908	799455";;;;
"2007-10-28 00:00	1.44146	1.44221	1.43988	1.44062	46108";;;;
"2007-10-29 00:00	1.44060	1.44378	1.43738	1.43899	862456";;;;
"2007-10-30 00:00	1.43908	1.44428	1.43717	1.44316	862192";;;;
"2007-10-31 00:00	1.44338	1.45035	1.44172	1.44695	860112";;;;
"2007-11-01 00:00	1.44696	1.44788	1.43995	1.44295	863117";;;;
"2007-11-02 00:00	1.44304	1.45273	1.44184	1.45033	770036";;;;
"2007-11-04 00:00	1.45132	1.45234	1.44892	1.45006	80838";;;;
"2007-11-05 00:00	1.44994	1.45095	1.44406	1.44795	861614";;;;
"2007-11-06 00:00	1.44775	1.45706	1.44654	1.45546	859484";;;;
"2007-11-07 00:00	1.45527	1.47294	1.45495	1.46478	856704";;;;
"2007-11-08 00:00	1.46484	1.47027	1.46212	1.46938	859306";;;;
"2007-11-09 00:00	1.46945	1.47519	1.46286	1.46725	806182";;;;
"2007-11-11 00:00	1.46701	1.46758	1.46322	1.46417	49785";;;;
"2007-11-12 00:00	1.46406	1.46632	1.45168	1.45535	861521";;;;
"2007-11-13 00:00	1.45531	1.46325	1.45506	1.46247	855198";;;;
"2007-11-14 00:00	1.46233	1.47245	1.46176	1.46420	861213";;;;
"2007-11-15 00:00	1.46434	1.47038	1.46009	1.46253	859401";;;;
"2007-11-16 00:00	1.46237	1.46721	1.45786	1.46584	808846";;;;
"2007-11-18 00:00	1.46689	1.46880	1.46601	1.46827	35127";;;;
"2007-11-19 00:00	1.46831	1.46884	1.46170	1.46613	859547";;;;
"2007-11-20 00:00	1.46601	1.48517	1.46303	1.48223	857790";;;;
"2007-11-21 00:00	1.48242	1.48689	1.47707	1.48493	855713";;;;
"2007-11-22 00:00	1.48470	1.48730	1.48185	1.48557	857022";;;;
"2007-11-23 00:00	1.48621	1.49646	1.47816	1.48358	790552";;;;
"2007-11-25 00:00	1.48193	1.48393	1.48159	1.48306	81042";;;;
"2007-11-26 00:00	1.48301	1.48869	1.48011	1.48554	859027";;;;
"2007-11-27 00:00	1.48537	1.49078	1.48061	1.48329	857174";;;;
"2007-11-28 00:00	1.48335	1.48579	1.47078	1.48249	857004";;;;
"2007-11-29 00:00	1.48241	1.48442	1.47188	1.47655	860511";;;;
"2007-11-30 00:00	1.47655	1.47849	1.46231	1.46315	812724";;;;
"2007-12-02 00:00	1.46360	1.46653	1.46338	1.46514	49767";;;;
"2007-12-03 00:00	1.46492	1.47077	1.46180	1.46504	855148";;;;
"2007-12-04 00:00	1.46497	1.47688	1.46315	1.47470	862529";;;;
"2007-12-05 00:00	1.47475	1.47701	1.45905	1.46160	860058";;;;
"2007-12-06 00:00	1.46156	1.46593	1.45234	1.46361	856495";;;;
"2007-12-07 00:00	1.46369	1.46725	1.45946	1.46534	810973";;;;
"2007-12-09 00:00	1.46539	1.46590	1.46397	1.46455	33991";;;;
"2007-12-10 00:00	1.46460	1.47356	1.46361	1.47083	858010";;;;
"2007-12-11 00:00	1.47085	1.47506	1.46378	1.46633	863654";;;;
"2007-12-12 00:00	1.46630	1.47480	1.46469	1.47215	861803";;;;
"2007-12-13 00:00	1.47228	1.47379	1.45742	1.46173	863560";;;;
"2007-12-14 00:00	1.46186	1.46578	1.44094	1.44282	795289";;;;
"2007-12-16 00:00	1.43892	1.44359	1.43838	1.44288	81967";;;;
"2007-12-17 00:00	1.44285	1.44521	1.43273	1.44007	859098";;;;
"2007-12-18 00:00	1.43973	1.44357	1.43639	1.44108	861142";;;;
"2007-12-19 00:00	1.44095	1.44235	1.43229	1.43816	863035";;;;
"2007-12-20 00:00	1.43807	1.43873	1.43073	1.43337	861252";;;;
"2007-12-21 00:00	1.43370	1.44101	1.43300	1.43772	811348";;;;
"2007-12-23 00:00	1.43738	1.43838	1.43643	1.43805	50529";;;;
"2007-12-24 00:00	1.43800	1.44129	1.43692	1.43888	862505";;;;
"2007-12-25 00:00	1.43897	1.44205	1.43825	1.43981	861773";;;;
"2007-12-26 00:00	1.43968	1.45058	1.43957	1.44731	862681";;;;
"2007-12-27 00:00	1.44753	1.46411	1.44643	1.45988	858604";;;;
"2007-12-28 00:00	1.45987	1.47273	1.45873	1.47210	812180";;;;
"2007-12-30 00:00	1.47133	1.47393	1.47022	1.47325	34422";;;;
"2007-12-31 00:00	1.47369	1.47491	1.45651	1.45785	862282";;;;
"2008-01-01 00:00	1.45788	1.46285	1.45718	1.45983	860616";;;;
"2008-01-02 00:00	1.46006	1.47490	1.45938	1.47164	861111";;;;
"2008-01-03 00:00	1.47158	1.47807	1.46842	1.47395	861254";;;;
"2008-01-04 00:00	1.47398	1.48241	1.46910	1.47397	795805";;;;
"2008-01-06 00:00	1.47452	1.47547	1.47370	1.47405	81057";;;;
"2008-01-07 00:00	1.47384	1.47430	1.46557	1.46846	862192";;;;
"2008-01-08 00:00	1.46828	1.47428	1.46754	1.47123	862802";;;;
"2008-01-09 00:00	1.47127	1.47427	1.46357	1.46569	859187";;;;
"2008-01-10 00:00	1.46575	1.48133	1.46387	1.47882	864000";;;;
"2008-01-11 00:00	1.47889	1.48190	1.47585	1.47717	811336";;;;
"2008-01-13 00:00	1.47797	1.48159	1.47779	1.48037	49884";;;;
"2008-01-14 00:00	1.48042	1.49146	1.47931	1.48678	865646";;;;
"2008-01-15 00:00	1.48704	1.49219	1.47698	1.48004	867181";;;;
"2008-01-16 00:00	1.48010	1.48583	1.45923	1.46724	864884";;;;
"2008-01-17 00:00	1.46733	1.47141	1.45863	1.46345	860697";;;;
"2008-01-18 00:00	1.46320	1.46941	1.45982	1.46168	809478";;;;
"2008-01-20 00:00	1.46029	1.46042	1.45496	1.45512	34364";;;;
"2008-01-21 00:00	1.45504	1.45668	1.43880	1.44013	862119";;;;
"2008-01-22 00:00	1.43990	1.46840	1.43621	1.46375	862854";;;;
"2008-01-23 00:00	1.46380	1.46460	1.45072	1.46010	864248";;;;
"2008-01-24 00:00	1.45990	1.47779	1.45874	1.47595	865640";;;;
"2008-01-25 00:00	1.47616	1.47736	1.46567	1.46807	797297";;;;
"2008-01-27 00:00	1.46779	1.47084	1.46588	1.46674	80059";;;;
"2008-01-28 00:00	1.46664	1.47977	1.46591	1.47730	869847";;;;
"2008-01-29 00:00	1.47714	1.47880	1.47346	1.47588	867431";;;;
"2008-01-30 00:00	1.47589	1.49073	1.47508	1.48278	869441";;;;
"2008-01-31 00:00	1.48296	1.49137	1.47994	1.48587	869665";;;;
"2008-02-01 00:00	1.48591	1.49468	1.47839	1.47995	817315";;;;
"2008-02-03 00:00	1.48036	1.48073	1.47895	1.48018	50130";;;;
"2008-02-04 00:00	1.48032	1.48482	1.47889	1.48158	865555";;;;
"2008-02-05 00:00	1.48174	1.48213	1.46185	1.46338	867876";;;;
"2008-02-06 00:00	1.46346	1.46699	1.45877	1.46211	867290";;;;
"2008-02-07 00:00	1.46208	1.46513	1.44366	1.44796	864104";;;;
"2008-02-08 00:00	1.44814	1.45475	1.44467	1.45030	817586";;;;
"2008-02-10 00:00	1.45127	1.45456	1.45076	1.45432	35519";;;;
"2008-02-11 00:00	1.45427	1.45786	1.44788	1.45015	867723";;;;
"2008-02-12 00:00	1.45018	1.46141	1.44933	1.45725	869639";;;;
"2008-02-13 00:00	1.45720	1.45988	1.45307	1.45631	867798";;;;
"2008-02-14 00:00	1.45610	1.46475	1.45581	1.46315	868278";;;;
"2008-02-15 00:00	1.46318	1.47084	1.46266	1.46802	802197";;;;
